,year_built,residential_units,commercial_units,land_sqft,gross_sqft,total_units,sale_price,NumBldgs,NumFloors,sale_month,sale_day
22227,1925,2,0,2003,2000,2,1250000,1,2,4,20
22228,1973,3,0,2000,2308,3,1250000,1,2,3,29
22233,1901,2,0,1857,2400,2,1250000,1,2,7,19
22234,1901,2,0,1667,1368,2,1250000,1,2,12,28
22235,1910,3,0,2000,3000,3,1250000,1,3,7,14
22236,1910,6,0,1800,3445,6,1250000,1,3,2,2
22237,1910,3,0,1900,3600,3,1250000,1,3,2,21
22238,1910,3,0,1950,3219,3,1250000,1,3,6,2
22239,1931,6,0,2800,4200,6,1250000,1,3,8,2
22240,1905,6,0,2500,4875,6,1250000,1,3,8,29
22241,1931,4,1,2500,4125,5,1250000,1,3,12,4
22242,1931,0,1,2500,2500,1,1250000,1,1,9,6
22243,1910,1,0,1995,2885,1,1250000,1,2,1,6
22244,1901,1,0,1750,2008,1,1250000,1,2,8,17
22245,1905,1,0,2555,2553,1,1250000,1,2,4,20
22246,1910,2,0,2000,3432,2,1250000,1,2,11,13
22247,1899,3,0,1748,2634,3,1250000,1,3,2,14
22253,1925,1,0,3000,1800,1,1250000,2,2,8,17
22254,1915,2,0,2033,3300,2,1250000,1,2,8,17
22255,1920,2,0,2000,2000,2,1250000,1,2,3,1
22256,1925,1,0,2500,2033,1,1250000,1,2,1,19
22257,1915,1,0,3000,2599,1,1250000,2,2.75,2,15
22258,1910,1,0,2000,1540,1,1250000,1,2,11,13
22259,1910,2,1,1700,3300,3,1250000,1,3,3,30
22260,1910,3,0,2000,2400,3,1250000,1,2,9,12
22261,1920,1,0,1550,1320,1,1250000,1,2,8,21
22268,1925,3,0,2000,4080,3,1250000,1,2,8,10
22270,1901,2,0,2000,2700,2,1250000,1,2,12,27
22271,1910,3,0,1700,2700,3,1250000,1,3,9,7
22272,1925,2,0,2450,2816,2,1250000,1,2,12,20
22280,1910,2,0,1669,1920,2,1250000,1,2,9,13
22281,1925,2,0,2003,2060,2,1250000,1,2,9,25
22282,1925,6,0,2587,4000,6,1250000,1,3,8,9
22283,1931,6,0,2033,3354,6,1250000,1,3,3,27
22284,1930,2,0,2500,2248,2,1250000,1,2,5,15
22383,1930,2,0,1667,2256,2,1249000,1,2,3,28
22389,1920,2,0,2003,1968,2,1248000,1,2,7,20
22432,1920,2,0,2400,2120,2,1245000,1,2,11,14
22498,1930,2,0,1875,2076,2,1240000,1,2,5,26
22499,1901,2,0,2003,1920,2,1240000,1,2,7,20
22501,1920,2,0,4000,2322,2,1240000,2,2.5,12,6
22502,1901,1,0,3000,1982,1,1240000,2,2.75,10,17
22504,1899,2,0,2000,960,2,1240000,2,2,2,22
22506,1899,2,0,1853,1368,2,1240000,2,2,6,20
22517,1925,2,0,3067,1940,2,1239800,2,2.5,2,8
22521,1899,3,0,3750,3560,3,1238800,1,3,12,13
22534,1910,2,0,1900,2255,2,1237500,1,3,10,12
22536,1931,6,0,2500,4200,6,1237296,1,3,1,10
22540,1931,4,1,2500,2625,5,1237000,1,3,3,1
22581,1899,2,0,1833,2310,2,1235000,1,2,8,10
22612,1910,1,0,2300,1417,1,1232000,2,2.5,11,30
22673,1940,2,0,2296,2160,2,1230000,1,2,9,15
22674,1926,6,0,2000,3780,6,1230000,1,3,10,27
22675,1931,6,0,2000,4920,6,1230000,1,3,12,28
22676,1899,2,0,2000,3080,2,1230000,1,2,3,8
22677,1899,3,0,2000,3360,3,1230000,1,3,12,20
22678,1899,3,0,2175,3588,3,1230000,1,3,7,13
22679,1930,2,0,2425,2100,2,1230000,2,2,8,29
22680,1930,2,0,2040,2160,2,1230000,1,2,6,22
22681,1930,3,0,2000,2254,3,1230000,1,2,6,19
22682,1905,2,0,2003,2200,2,1230000,1,2,5,30
22683,1915,2,0,1757,1120,2,1230000,1,2,11,9
22688,1920,3,0,2800,2999,3,1230000,1,2.75,8,11
22690,1899,2,0,1250,1980,2,1230000,1,3,5,18
22691,1930,2,0,4000,1500,2,1230000,2,2,10,20
22692,1925,2,0,2003,2320,2,1230000,1,2,2,2
22693,1910,2,0,2003,2520,2,1230000,1,2,9,29
22709,1920,2,0,5000,2407,2,1228000,2,2.5,3,22
22713,1925,2,0,2375,2208,2,1227375,1,2,10,30
22718,1940,2,0,2033,3300,2,1227000,1,2,1,5
22726,1931,1,1,2233,1430,2,1225997,2,1,6,1
22856,1920,1,0,1800,1560,1,1225000,1,2,9,1
22857,1925,1,0,2000,1590,1,1225000,2,2,4,19
22859,1899,3,0,1983,3332,3,1225000,1,3,6,5
22861,1915,2,0,1633,1668,2,1225000,2,2,7,12
22863,1920,3,0,1900,3036,3,1225000,1,3,11,15
22864,1931,3,0,1502,3021,3,1225000,1,3,5,3
22865,1925,2,1,1950,3135,3,1225000,1,3,1,17
22866,1901,2,0,1900,3540,2,1225000,1,2,6,8
22867,1925,2,1,1600,3300,3,1225000,1,3,12,7
22869,1910,2,0,2000,2176,2,1225000,2,2,2,8
22870,1925,2,0,1875,1596,2,1225000,1,3,5,4
22871,1935,1,0,3000,1792,1,1225000,2,2,11,29
22872,1920,1,0,3000,1480,1,1225000,1,2.5,3,1
22873,1901,3,0,1786,1824,3,1225000,1,2,7,14
22876,1899,3,0,1573,2148,3,1225000,1,3,5,8
22877,1931,0,1,2763,660,1,1225000,1,1,4,17
22916,1915,4,0,2500,2300,4,1223526,1,2,3,9
22919,1931,6,0,2500,4500,6,1223041,1,3,1,10
23021,1960,2,0,1718,2298,2,1220000,1,2,3,7
23022,1901,2,0,2000,3000,2,1220000,1,2,11,16
23023,1950,2,0,2325,3512,2,1220000,2,2,5,30
23024,1899,2,0,1407,2358,2,1220000,1,2,5,10
23025,1901,2,0,2000,3300,2,1220000,1,2,12,21
23026,1930,2,0,2400,2213,2,1220000,1,2,12,15
23027,1925,4,0,2500,3200,4,1220000,1,2,1,30
23028,1899,1,0,2350,1847,1,1220000,1,1.5,9,27
23031,1899,3,0,1790,2700,3,1220000,2,3,3,30
23032,1915,2,0,2003,3420,2,1220000,1,2,11,21
23047,1930,3,0,1933,3162,3,1218000,1,2,6,23
23051,1899,2,0,1800,2428,2,1217000,1,2,5,16
23106,1901,2,0,1900,3612,2,1215000,1,2,2,27
23107,1930,1,0,2400,2092,1,1215000,1,2.5,11,22
23198,1899,2,0,2000,3000,2,1210000,1,2,5,1
23199,1899,3,0,1900,3620,3,1210000,1,3,6,14
23203,1915,3,0,2267,2248,3,1210000,1,2,7,21
23204,1931,4,1,2178,3042,5,1210000,1,3,2,7
23205,1915,1,0,4000,1914,1,1210000,2,2.5,7,6
23207,1930,1,0,2500,1472,1,1210000,2,2,3,1
23208,1920,1,0,1000,960,1,1210000,1,2,9,29
23209,1910,3,0,2003,2688,3,1210000,1,2,11,28
23211,1931,6,0,2750,5200,6,1210000,1,3,8,7
23219,2005,2,0,1000,3200,2,1208203,1,3,9,28
23255,1899,3,0,1510,3200,3,1205000,1,3,9,7
23258,1925,1,0,4000,1576,1,1205000,2,2,1,3
23259,1910,1,0,944,1020,1,1205000,1,2,12,27
23266,1920,6,0,1800,3941,6,1202864,1,3,9,13
23272,1920,1,0,2500,1440,1,1202000,2,2,2,3
23285,1910,3,0,2500,1600,3,1201000,1,1,7,31
23295,1899,2,0,1800,3240,2,1200500,1,3,8,21
23949,1926,1,1,1342,1920,2,1200000,1,2,3,31
23950,1899,2,0,2167,2900,2,1200000,1,2,9,25
23951,1930,2,0,5383,2201,2,1200000,1,2.5,11,21
23952,1940,3,0,2336,2160,3,1200000,1,2,7,11
23953,1905,1,1,2988,1739,2,1200000,1,2.5,6,16
23954,1920,1,0,3565,2193,1,1200000,2,2.5,10,16
23955,1925,1,0,2500,1632,1,1200000,2,2,8,17
23956,1925,2,0,1900,2140,2,1200000,1,2,4,25
23957,1915,2,0,1920,2850,2,1200000,1,2,4,26
23958,1910,2,0,2433,2388,2,1200000,2,2,1,27
23959,1905,2,0,2450,2337,2,1200000,2,2,3,1
23960,1915,2,0,1884,2981,2,1200000,1,2,12,6
23962,1931,4,0,2500,3198,4,1200000,1,2,3,8
23963,1915,1,0,2000,2400,1,1200000,1,2,10,17
23964,1899,2,0,1500,1800,2,1200000,1,2,2,6
23965,1899,2,0,2000,1840,2,1200000,1,3,9,25
23966,1899,2,0,1875,2532,2,1200000,1,2,1,13
23967,1899,2,0,1440,2430,2,1200000,1,2,4,17
23968,1899,3,0,2000,3450,3,1200000,1,3,1,27
23969,1899,3,0,2000,3300,3,1200000,1,3,5,4
23971,1930,6,0,2633,5530,6,1200000,1,3,9,18
23972,1925,1,0,2400,1672,1,1200000,2,2,6,7
23973,1925,1,0,2500,2120,1,1200000,2,2,9,22
23974,1931,3,0,1800,3300,3,1200000,1,3,12,15
23975,1935,3,0,2000,2640,3,1200000,1,2,1,31
23976,1925,2,0,2003,2200,2,1200000,1,2,9,19
23977,1930,2,0,2500,1376,2,1200000,2,2,5,8
23978,1930,2,0,1833,1822,2,1200000,2,2,9,5
23979,1920,2,0,2755,2880,2,1200000,2,2,6,8
23980,1899,2,0,2304,3192,2,1200000,1,2,2,14
23982,1931,4,0,2504,3444,4,1200000,1,2,7,19
23983,1931,6,0,1980,4824,6,1200000,1,3,1,19
23984,1930,1,1,1412,2700,2,1200000,1,2,8,8
23985,1930,5,1,1882,4000,6,1200000,1,3,6,6
23986,1920,1,0,2500,1300,1,1200000,1,2,6,6
23987,1920,2,0,1667,2001,2,1200000,1,2,4,19
23988,1910,2,0,1950,2925,2,1200000,1,2,10,2
23989,1899,3,0,1220,2400,3,1200000,1,3,11,1
23990,2003,3,0,2500,3465,3,1200000,1,3,8,16
23991,1920,3,0,1767,2828,3,1200000,1,3,12,15
23992,1931,6,0,2500,4500,6,1200000,1,3,5,19
23993,1931,6,0,2500,4875,6,1200000,1,3,10,24
23995,1901,2,0,2000,2880,2,1200000,1,2,9,26
23996,1899,2,0,2320,2088,2,1200000,2,2,9,18
23997,1915,3,0,1240,1869,3,1200000,1,3,11,10
23999,1915,6,0,2295,4860,6,1200000,1,3,8,10
24002,1935,1,0,2000,2418,1,1200000,1,2,10,30
24003,1920,2,0,2000,2304,2,1200000,2,2,10,13
24004,1920,2,0,2000,3150,2,1200000,1,2,5,19
24005,1899,2,0,2000,3210,2,1200000,1,2,10,25
24006,1924,4,0,2575,3450,4,1200000,1,2,7,20
24007,1930,1,0,4000,2394,1,1200000,1,2.5,9,12
24008,1925,1,0,5000,2644,1,1200000,2,2,7,19
24009,1933,2,1,1260,2925,3,1200000,1,3,8,10
24010,1906,6,0,2700,6318,6,1200000,1,3,6,22
24011,1906,6,0,2700,6318,6,1200000,1,3,6,22
24012,1906,6,0,2700,6318,6,1200000,1,3,6,22
24013,1906,6,0,2708,6318,6,1200000,1,3,6,22
24014,1925,1,0,2667,2052,1,1200000,2,2,9,28
24020,1960,3,0,1917,2308,3,1200000,1,3,9,18
24022,1910,2,0,1197,2000,2,1200000,1,2,1,6
24027,1925,1,0,5000,2040,1,1200000,2,2,3,24
24028,1930,1,0,4000,1536,1,1200000,2,2,9,27
24029,1925,1,0,2750,1394,1,1200000,1,2,7,5
24030,1927,2,1,1615,3002,3,1200000,1,2,3,21
24031,1925,1,0,3492,1274,1,1200000,1,2.75,8,28
24032,1920,2,0,3000,2592,2,1200000,2,2,12,1
24033,1899,2,0,4886,2120,2,1200000,1,2,2,1
24034,1901,3,0,1800,3024,3,1200000,1,3,9,6
24035,1910,3,0,1710,2565,3,1200000,1,3,4,4
24036,1910,6,0,2465,3750,6,1200000,1,3,3,9
24037,1910,4,1,2500,4460,5,1200000,1,3,9,28
24038,1925,2,0,3013,2316,2,1200000,2,2.5,11,14
24039,1910,2,0,2003,2000,2,1200000,1,2,11,29
24040,1925,2,0,2750,2480,2,1200000,1,2,8,3
24041,1935,1,0,4000,3624,1,1200000,2,2,10,4
24051,1930,2,0,2500,3192,2,1200000,2,2,11,1
24052,1930,2,0,6400,2552,2,1200000,2,2.5,12,12
24053,1910,1,0,1005,1032,1,1200000,1,2,5,16
24054,1910,2,0,1778,2040,2,1200000,1,2,8,4
24055,1945,2,0,1945,2870,2,1200000,1,2,7,31
24056,1920,3,0,1700,2295,3,1200000,1,2,1,27
24058,1940,2,0,2060,2565,2,1200000,1,2,1,3
24059,1931,4,1,1740,4350,5,1200000,1,3,9,7
24060,1989,0,1,1888,1865,1,1200000,1,1,1,12
24242,1915,2,0,2000,3120,2,1198900,1,2,3,7
24325,1920,2,0,2500,1781,2,1195000,2,2.5,8,21
24327,1925,1,0,2279,1580,1,1195000,2,2,10,24
24328,1901,2,0,2000,1464,2,1195000,1,2,3,22
24333,1935,2,0,2450,1840,2,1195000,2,2,10,12
24334,1920,3,0,4100,2720,3,1195000,1,2.75,6,28
24361,1931,1,1,690,1350,2,1192189,1,2,8,17
24362,1925,2,0,2925,2160,2,1192044,2,2,10,26
24364,1901,3,0,2183,2622,3,1192000,1,2,1,5
24416,1899,1,0,1667,1696,1,1190000,1,2,6,13
24417,1901,2,0,2000,2048,2,1190000,1,2,7,13
24420,1920,2,0,2003,2992,2,1190000,1,2,12,26
24454,1899,3,0,1240,2464,3,1188000,1,2,5,11
24522,1901,2,0,1372,2100,2,1185000,1,3,2,17
24523,1899,3,0,1500,3300,3,1185000,1,3,7,13
24524,1965,3,0,2030,3076,3,1185000,1,3,3,15
24546,1930,1,0,3000,1984,1,1182500,2,2,7,6
24646,1965,2,0,1937,2620,2,1180000,1,3,6,29
24647,1910,1,0,2000,2007,1,1180000,1,2,7,7
24648,1910,1,0,2600,1969,1,1180000,1,2.5,6,30
24649,1945,3,0,2083,2800,3,1180000,1,2,7,11
24650,1935,3,0,2000,2207,3,1180000,1,2,9,29
24651,1915,1,0,1803,1324,1,1180000,1,2,12,4
24652,1940,2,0,2300,2880,2,1180000,1,2,1,4
24653,1910,2,0,2003,2284,2,1180000,1,2,5,19
24654,1930,2,0,2975,1577,2,1180000,2,2,4,20
24655,1920,2,0,2000,3000,2,1180000,2,2,1,26
24656,1931,4,0,2000,2800,4,1180000,1,2,6,16
24657,1931,6,0,2500,4500,6,1180000,1,3,7,21
24659,1930,2,1,1976,3000,3,1180000,1,3,7,26
24662,1931,3,0,2279,3344,3,1180000,1,2,6,20
24663,1905,3,0,2003,3112,3,1180000,1,2,1,25
24664,1910,3,0,1540,3105,3,1180000,1,3,12,14
24676,1910,1,1,2000,2280,2,1178458,1,2,6,23
24682,1960,3,0,1933,2722,3,1177500,1,2,8,7
24836,1899,2,0,2200,3168,2,1175000,1,3,5,22
24837,1910,4,0,1615,2394,4,1175000,1,3,1,25
24838,1925,2,0,3100,2024,2,1175000,2,2,12,15
24843,2006,3,0,1800,3135,3,1175000,1,3,4,28
24847,1911,4,0,2333,5349,4,1175000,1,3,6,7
24854,1910,1,0,4270,3240,1,1175000,2,2,3,28
24855,1925,1,0,3000,1804,1,1175000,1,2.5,8,7
24856,1910,1,0,3750,1364,1,1175000,2,2.75,12,19
24857,1991,0,2,4000,2700,2,1175000,1,2,10,3
24858,1920,2,0,1667,1972,2,1175000,1,3,8,28
24859,1899,3,0,2300,3015,3,1175000,1,3,3,15
24864,1960,2,0,2835,3176,2,1175000,1,2,3,1
24913,1965,1,0,5600,2760,1,1173000,1,2,10,30
24916,1930,1,0,3000,2052,1,1172500,2,2,6,26
24985,1899,2,0,2000,2700,2,1170000,1,2,11,20
24986,1950,3,0,2000,2615,3,1170000,1,2,1,13
24987,1930,3,0,1520,3135,3,1170000,1,3,12,15
24989,1899,3,0,2427,2700,3,1170000,1,3,10,24
25063,1901,2,0,1875,2025,2,1165000,1,2,2,1
25064,1930,2,0,2425,2352,2,1165000,1,2,9,13
25066,2005,2,0,2851,2268,2,1165000,1,2,12,11
25175,1899,3,0,1401,2892,3,1160000,1,3,7,31
25178,2008,3,0,963,2694,3,1160000,1,3,11,29
25179,1931,6,0,2500,4275,6,1160000,1,3,8,14
25181,1932,4,1,2114,6542,5,1160000,1,3,10,4
25237,1925,2,0,1700,2520,2,1155000,1,2,7,19
25238,1976,2,0,4000,2970,2,1155000,1,1,8,29
25239,1910,3,0,1875,3093,3,1155000,1,3,8,1
25242,1910,1,0,4000,3151,1,1155000,2,2.75,2,15
25257,1931,6,0,2500,4350,6,1153218,1,3,1,10
25639,1950,2,0,2127,1701,2,1150000,1,1,6,29
25640,1925,1,0,2296,1472,1,1150000,2,2,10,24
25641,1925,2,0,2000,2000,2,1150000,1,2,12,11
25642,1910,2,0,2000,2424,2,1150000,1,2,7,13
25643,1988,2,0,1722,1750,2,1150000,1,3,4,10
25644,1925,2,0,2350,2052,2,1150000,2,2,10,3
25645,1899,2,0,1667,3000,2,1150000,1,3,11,16
25646,1899,2,0,1463,2634,2,1150000,1,2,9,13
25648,1910,3,0,1733,3276,3,1150000,1,3.5,4,4
25649,1899,3,0,1917,2565,3,1150000,1,2,1,25
25650,1899,3,0,1700,2856,3,1150000,1,3,9,25
25651,1931,4,0,1667,2306,4,1150000,1,3,11,16
25652,1925,3,0,2000,2340,3,1150000,1,2,2,3
25653,1925,1,0,1636,1976,1,1150000,1,2,12,21
25654,1899,2,0,2000,2268,2,1150000,1,2,9,7
25655,1910,3,0,4023,2802,3,1150000,2,2.75,5,16
25657,1920,0,2,1600,2480,2,1150000,1,2,11,7
25658,1910,1,1,2100,2480,2,1150000,1,2,9,27
25659,1899,2,0,1925,2889,2,1150000,1,3,1,5
25660,2002,3,0,2513,3744,3,1150000,1,3,2,8
25664,1905,2,0,1560,2400,2,1150000,1,2,1,23
25665,1899,2,0,1850,2904,2,1150000,1,2,5,3
25666,1899,2,0,2300,1728,2,1150000,1,2,6,9
25667,1920,2,1,2405,3340,3,1150000,1,3,6,14
25668,1925,2,0,3194,2528,2,1150000,2,2,1,30
25672,1930,1,0,2000,1888,1,1150000,2,2.5,1,25
25673,1925,1,0,2000,1936,1,1150000,2,2.5,4,12
25674,1920,1,0,2100,1641,1,1150000,2,2.5,5,23
25675,1931,2,1,2216,2560,3,1150000,1,2,12,4
25676,1960,0,1,5000,4640,1,1150000,1,1,10,31
25677,1905,2,0,3375,2098,2,1150000,2,2.5,9,25
25678,1930,6,0,2626,6720,6,1150000,1,3,6,22
25679,1925,1,0,2000,2848,1,1150000,1,3,11,21
25681,1930,2,1,1710,3000,3,1150000,1,3,4,24
25682,1899,2,0,1875,1692,2,1150000,1,2,2,15
25683,1931,3,0,1070,1449,3,1150000,1,3,7,11
25684,1925,1,0,2700,1616,1,1150000,2,2,2,6
25686,1920,2,1,3075,1800,3,1150000,2,2,8,21
25688,1975,2,1,2300,3795,3,1150000,1,3,8,22
25689,1920,1,0,4000,2540,1,1150000,2,2.75,8,16
25690,1925,2,0,2800,2400,2,1150000,1,2,4,3
25691,1899,3,0,1476,1668,3,1150000,1,2,6,26
25692,1899,3,0,1950,3219,3,1150000,1,3,9,6
25693,1910,3,0,1875,2460,3,1150000,1,3,3,6
25702,1925,2,0,2400,1944,2,1150000,2,2,6,15
25703,1930,2,0,2625,2160,2,1150000,1,2,5,5
25704,1910,3,0,2500,2560,3,1150000,1,2,1,25
25705,1920,3,0,3127,3050,3,1150000,1,2,3,21
25707,1910,2,0,1313,1768,2,1150000,1,2,8,23
25708,1910,2,0,2003,1960,2,1150000,1,2,8,14
25709,1925,2,0,2003,2320,2,1150000,1,2,1,9
25710,1910,2,0,2003,2034,2,1150000,1,2,6,7
25711,1910,2,0,2003,2200,2,1150000,1,2,6,20
25712,1899,2,0,1561,1620,2,1150000,2,2,9,1
25713,1940,2,0,1669,2112,2,1150000,1,2,3,2
25714,1905,3,0,1786,2257,3,1150000,1,2,5,8
25715,1931,6,0,2504,4500,6,1150000,1,3,11,9
25807,1925,2,0,2450,1840,2,1149500,2,2,5,24
25821,1906,6,0,2020,4440,6,1148000,1,3,2,10
25822,1925,2,0,2000,2288,2,1148000,1,2,2,14
25832,1930,2,1,4300,4176,3,1145989,2,3,1,4
25872,1920,2,0,2000,3000,2,1145000,1,2,10,26
25873,1901,3,0,2425,2880,3,1145000,1,3,5,12
25874,1910,4,0,1800,3456,4,1145000,1,3,4,26
25957,1910,2,0,2133,1920,2,1140000,1,2,9,28
25958,1920,2,0,3333,1726,2,1140000,2,2.5,6,28
25962,1910,1,0,3750,1941,1,1140000,2,2.5,5,24
25963,2007,3,0,1150,2280,3,1140000,1,3,4,28
25966,1910,2,0,2003,2532,2,1140000,1,2,6,19
25977,1899,2,0,1942,2622,2,1139500,1,2,2,2
25989,1920,2,0,4000,2045,2,1137500,2,2.5,8,9
26043,1960,2,0,1916,1762,2,1135000,1,2,2,16
26044,1950,2,0,2301,2128,2,1135000,2,2,11,29
26045,1930,2,0,3000,1572,2,1135000,2,2,7,13
26047,1920,2,0,2000,1880,2,1135000,1,2,2,27
26048,1930,6,0,2640,6048,6,1135000,1,3,4,3
26051,1910,1,0,4000,2029,1,1135000,2,2.75,7,27
26141,1935,2,0,2171,1920,2,1130000,1,2,4,25
26142,1899,2,0,2000,0,2,1130000,1,2,11,9
26143,1920,2,0,2000,2280,2,1130000,1,3,8,3
26145,1899,2,0,1612,2328,2,1130000,1,2,9,14
26146,1920,1,0,2008,1542,1,1130000,2,2,11,17
26148,1899,2,0,1900,1900,2,1130000,1,2,10,31
26150,1899,1,0,3970,1872,1,1130000,2,2.5,5,18
26151,1910,2,0,1853,1948,2,1130000,1,2,3,16
26153,1930,3,0,5357,3762,3,1130000,1,3,1,19
26154,1920,2,0,1770,2076,2,1130000,1,3,3,29
26311,1905,2,0,1967,2478,2,1125000,1,2,4,10
26312,1899,2,0,1833,2520,2,1125000,1,2,1,10
26313,1899,3,0,1917,2663,3,1125000,1,2,8,31
26314,1899,3,0,1600,2160,3,1125000,1,2,2,2
26316,1925,2,0,2500,1707,2,1125000,2,2,5,8
26317,1931,4,0,2750,3510,4,1125000,1,2,11,16
26319,1905,1,0,1710,2040,1,1125000,1,2,8,29
26320,1925,2,0,2003,1392,2,1125000,2,2,6,21
26321,1920,2,0,1600,2976,2,1125000,1,2,12,15
26325,1905,2,0,4040,3733,2,1125000,1,2.5,9,8
26326,1915,2,0,4000,2102,2,1125000,1,2.5,4,21
26327,1940,2,1,2000,3300,3,1125000,1,3,5,29
26332,1955,1,0,3000,1260,1,1125000,1,1,4,26
26333,1899,2,0,1750,2364,2,1125000,1,2,9,1
26336,1930,2,0,3000,1964,2,1125000,2,2.5,3,17
26337,1910,2,0,1313,2010,2,1125000,1,2,8,23
26362,1901,2,0,1800,2280,2,1123600,2,3,1,13
26373,1920,1,0,2500,2344,1,1122000,1,2,7,13
26375,1899,3,0,1600,1510,3,1121560,1,3,7,20
26462,1955,2,0,1933,2055,2,1120000,1,2,11,13
26463,1925,2,0,2150,2997,2,1120000,1,2,7,21
26464,1910,2,1,1586,2379,3,1120000,1,3,12,6
26466,1920,2,0,2000,1920,2,1120000,2,2,2,28
26469,1910,2,0,2003,3000,2,1120000,1,2,6,9
26470,1910,3,0,1786,2142,3,1120000,1,2,12,15
26484,2005,6,0,1498,4348,6,1119567,1,3,6,13
26501,1925,1,0,1108,1232,1,1118000,1,2,7,26
26539,1930,3,0,2483,2016,3,1115000,2,2,2,9
26540,1899,2,0,802,1008,2,1115000,1,2,12,29
26543,1901,2,0,1750,1750,2,1115000,1,2,9,26
26582,1899,3,0,1875,3376,3,1112500,1,3,4,27
26634,1925,1,0,1974,1424,1,1110000,2,2,10,10
26635,1915,3,0,2000,3300,3,1110000,1,2,2,23
26636,1925,1,0,2500,1666,1,1110000,2,2,11,7
26639,1925,1,0,2592,1408,1,1110000,2,2,11,16
26668,1931,1,1,2500,3625,2,1107518,1,2,7,25
26695,1899,2,0,1393,2000,2,1104995,1,2,11,28
26705,1925,2,0,1667,2554,2,1103800,1,2,1,11
26707,1925,1,1,1600,2100,2,1103560,1,3,7,25
26711,1910,1,0,1328,1020,1,1102500,1,2,8,9
27267,1930,2,0,3792,1178,2,1100000,2,2,12,1
27268,1925,1,0,1755,1254,1,1100000,2,2,2,6
27269,1925,1,0,1880,1184,1,1100000,2,2,11,10
27270,1925,1,0,1800,1744,1,1100000,1,2,4,6
27271,1920,1,0,2000,1480,1,1100000,1,2,9,25
27272,1925,1,0,2187,1408,1,1100000,2,2,7,28
27273,1925,1,0,2425,1344,1,1100000,2,2,6,27
27274,1925,1,0,2500,1632,1,1100000,2,2,1,12
27275,1925,1,0,1900,1216,1,1100000,2,2,9,6
27276,1950,2,0,1900,1724,2,1100000,1,2,4,28
27277,1910,2,0,1863,2592,2,1100000,1,3,2,8
27278,1901,2,0,2000,1656,2,1100000,1,2,3,22
27279,1925,2,0,3554,2480,2,1100000,2,2,9,11
27280,1925,2,0,2700,1924,2,1100000,1,2,12,4
27281,1925,1,1,2000,1920,2,1100000,2,2,6,15
27282,1899,2,0,1900,3420,2,1100000,1,3,10,13
27283,1995,2,0,1983,1944,2,1100000,1,2,11,30
27284,1899,2,0,1400,2174,2,1100000,1,2,2,23
27285,1910,2,1,1667,3250,3,1100000,1,3,7,27
27286,1910,3,0,2000,3360,3,1100000,1,3,6,15
27287,1899,3,0,2000,1868,3,1100000,1,2,7,13
27291,1931,2,1,2000,4300,3,1100000,1,3,3,24
27292,1935,1,0,3050,1960,1,1100000,2,2.5,12,18
27293,1960,2,0,1470,2920,2,1100000,1,3,12,21
27294,1940,2,0,3350,2300,2,1100000,2,2,8,25
27295,1925,2,0,2567,2600,2,1100000,2,2,11,7
27296,1925,2,0,3000,2480,2,1100000,1,2,6,29
27299,1925,1,0,2003,1408,1,1100000,2,2,8,17
27301,1905,2,0,2003,2060,2,1100000,1,2,3,30
27302,1910,2,0,3000,1728,2,1100000,2,2,6,5
27303,1910,3,0,2003,2080,3,1100000,1,2,6,19
27304,1931,6,0,1980,4824,6,1100000,1,3,12,5
27305,1925,3,0,2581,2001,3,1100000,2,2.5,12,21
27306,1930,3,0,2925,2480,3,1100000,1,2,1,9
27307,1930,0,1,2000,4300,1,1100000,1,3,1,5
27311,1940,0,1,3012,3000,1,1100000,1,1,8,18
27312,1930,2,0,2500,1100,2,1100000,2,2,9,14
27313,1905,2,0,1675,2271,2,1100000,1,2,2,16
27314,1905,2,0,1683,2271,2,1100000,1,2,4,19
27317,1899,3,0,1600,3040,3,1100000,1,3,3,3
27320,1901,2,0,2143,3576,2,1100000,1,3,3,8
27321,1903,2,0,1800,2538,2,1100000,1,2,8,3
27322,1910,2,0,1550,2748,2,1100000,1,2,2,21
27325,1925,1,0,2500,1464,1,1100000,2,2,9,25
27326,1955,2,0,2000,2500,2,1100000,1,2,11,27
27327,1915,2,0,2200,1930,2,1100000,1,2,7,14
27328,1910,3,0,4000,3236,3,1100000,1,2.5,7,25
27329,1899,3,0,2100,3504,3,1100000,1,3,8,24
27330,1899,3,0,5000,3933,3,1100000,2,2.5,8,21
27331,1925,1,0,4000,1652,1,1100000,1,2.5,11,22
27332,1920,6,0,3000,5712,6,1100000,1,3,8,14
27333,2004,3,0,1800,3240,3,1100000,1,3,1,10
27334,1931,6,0,2500,6000,6,1100000,1,3,11,16
27335,1905,3,0,2500,1800,3,1100000,2,3,5,25
27342,1930,1,0,4000,2234,1,1100000,1,2,12,28
27343,1930,1,0,2800,2052,1,1100000,2,2,9,14
27344,1920,1,0,3500,1652,1,1100000,1,2,3,20
27345,1940,1,0,4000,1984,1,1100000,1,2,6,28
27347,1941,0,1,4000,1400,1,1100000,1,2,2,13
27349,2005,3,0,2500,3875,3,1100000,1,3,4,26
27351,1933,2,1,1490,2350,3,1100000,1,2,5,25
27354,1940,2,0,2600,3206,2,1100000,1,2,3,23
27365,1960,3,0,2850,3234,3,1100000,1,2,9,14
27367,1901,1,0,1503,750,1,1100000,1,2,6,22
27368,1910,2,0,1669,2016,2,1100000,1,2,7,26
